property_set_name,applicable_entities,applicable_type_value,property_definitions
Pset_PipeConnection,['IfcDistributionElement'],,"[{'property_name': 'ConnectionType', 'property_type': 'IfcPropertyListValue', 'data_type': {'instance': 'IfcLabel', 'values': ['BRAZED', 'COMPRESSION', 'FLANGED', 'GLANDJOINT', 'FLEXIBLEBOLTEDGLANDJOINT', 'FLEXIBLEBOLTEDGLANDJOINTWITHANODEENDCAP', 'GROOVED', 'SOLDERED', 'SOLDERED_FEMALE', 'SOLDERED_MALE', 'SWEDGE', 'THREADED', 'THREADED_FEMALE', 'THREADED_MALE', 'WELDED', 'WELDED_BUTT', 'WELDED_BRANCH', 'WELDED_FLANGE', 'NONE', 'NOTDEFINED'], 'unit_type': ['']}}]"
Pset_PipeConnectionFlanged,['IfcDistributionElement'],,"[{'property_name': 'FlangeTable', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'FlangeStandard', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'BoreSize', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'Material', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcMaterial'}}, {'property_name': 'FlangeDiameter', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'FlangeThickness', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'NumberOfBoltholes', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcInteger', 'unit_type': 'None'}}, {'property_name': 'BoltSize', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'BoltholePitch', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLengthMeasure', 'unit_type': ['LENGTHUNIT']}}]"
Pset_PipeFittingPHistory,['IfcPerformanceHistory'],,"[{'property_name': 'LossCoefficient', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCREAL']}}, {'property_name': 'FlowrateLeakage', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCVOLUMETRICFLOWRATEMEASURE']}}]"
Pset_PipeFittingTypeCommon,['IfcPipeFittingType'],,"[{'property_name': 'SubType', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'Material', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcMaterial'}}, {'property_name': 'PressureClass', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPressureMeasure', 'unit_type': ['PRESSUREUNIT']}}, {'property_name': 'UnitWeight', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcMassMeasure', 'unit_type': ['MASSUNIT']}}, {'property_name': 'PressureRange', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPressureMeasure', 'values': ['0', '?'], 'unit_type': ['PRESSUREUNIT']}}, {'property_name': 'TemperatureRange', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'values': ['0', '?'], 'unit_type': ['THERMODYNAMICTEMPERATUREUNIT']}}, {'property_name': 'NominalDiameter', 'property_type': 'IfcPropertyListValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'values': ['0', '1', '2'], 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'InnerDiameter', 'property_type': 'IfcPropertyListValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'values': ['0', '1', '2'], 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'OuterDiameter', 'property_type': 'IfcPropertyListValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'values': ['0', '1', '2'], 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'EndStyleTreatment', 'property_type': 'IfcPropertyListValue', 'data_type': {'instance': 'IfcLabel', 'values': ['FLANGED', 'GROOVED', 'THREADED', 'NONE', 'NOTDEFINED'], 'unit_type': ['']}}, {'property_name': 'FittingLossFactor', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcReal', 'unit_type': 'None'}}]"
Pset_PipeSegmentPHistory,['IfcPerformanceHistory'],,"[{'property_name': 'LeakageCurve', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': 'None'}}, {'property_name': 'FluidFlowLeakage', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCVOLUMETRICFLOWRATEMEASURE']}}]"
Pset_PipeSegmentTypeCommon,['IfcPipeSegmentType'],,"[{'property_name': 'Material', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcMaterial'}}, {'property_name': 'WorkingPressure', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPressureMeasure', 'unit_type': ['PRESSUREUNIT']}}, {'property_name': 'UnitWeight', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcMassMeasure', 'unit_type': ['MASSUNIT']}}, {'property_name': 'PressureRange', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPressureMeasure', 'values': ['0', '?'], 'unit_type': ['PRESSUREUNIT']}}, {'property_name': 'TemperatureRange', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'values': ['0', '?'], 'unit_type': ['THERMODYNAMICTEMPERATUREUNIT']}}, {'property_name': 'NominalDiameter', 'property_type': 'IfcPropertyListValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'values': ['0', '1', '2'], 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'InnerDiameter', 'property_type': 'IfcPropertyListValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'values': ['0', '1', '2'], 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'OuterDiameter', 'property_type': 'IfcPropertyListValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'values': ['0', '1', '2'], 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'EndStyleTreatment', 'property_type': 'IfcPropertyListValue', 'data_type': {'instance': 'IfcLabel', 'values': ['FLANGED', 'GROOVED', 'THREADED', 'NONE', 'NOTDEFINED'], 'unit_type': ['']}}]"
Pset_PipeSegmentTypeGutter,['IfcPipeSegmentType'],IfcPipeSegmentType.PredefinedType=GUTTER,"[{'property_name': 'Slope', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPlaneAngleMeasure', 'unit_type': ['PLANEANGLEUNIT']}}, {'property_name': 'FlowRating', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcVolumetricFlowRateMeasure', 'unit_type': ['VOLUMETRICFLOWRATEUNIT']}}]"
Pset_PlateCommon,['IfcPlate'],,"[{'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'IsExternal', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'LoadBearing', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'AcousticRating', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'FireRating', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'ThermalTransmittance', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermalTransmittanceMeasure', 'unit_type': ['THERMALTRANSMITTANCEUNIT']}}]"
Pset_PrecastConcreteElementGeneral,"['IfcBeam', 'IfcBuildingElementPart', 'IfcBuildingElementProxy', 'IfcColumn', 'IfcCovering', 'IfcCurtainWall', 'IfcDoor', 'IfcFooting', 'IfcMember', 'IfcPile', 'IfcRailing', 'IfcRamp', 'IfcRampFlight', 'IfcRoof', 'IfcSlab', 'IfcStair', 'IfcStairFlight', 'IfcWall', 'IfcWallStandardCase']",,"[{'property_name': 'TypeDesignator', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'ProductionLotId', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'SerialNumber', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'ElementWeight', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcMassMeasure', 'unit_type': ['MASSUNIT']}}, {'property_name': 'ElementGrossVolume', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcVolumeMeasure', 'unit_type': ['VOLUMEUNIT']}}, {'property_name': 'ElementNetVolume', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcVolumeMeasure', 'unit_type': ['VOLUMEUNIT']}}, {'property_name': 'CornerChamfer', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'ManufacturingToleranceClass', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'FormStrippingStrength', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPressureMeasure', 'unit_type': ['PRESSUREUNIT']}}, {'property_name': 'LiftingStrength', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPressureMeasure', 'unit_type': ['PRESSUREUNIT']}}, {'property_name': 'ReleaseStrength', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPressureMeasure', 'unit_type': ['PRESSUREUNIT']}}, {'property_name': 'MinimumAllowableSupportLength', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'InitialTension', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPressureMeasure', 'unit_type': ['PRESSUREUNIT']}}, {'property_name': 'TendonRelaxation', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'TransportationStrength', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPressureMeasure', 'unit_type': ['PRESSUREUNIT']}}, {'property_name': 'SupportDuringTransportDescription', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'SupportDuringTransportDocReference', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcExternalReference'}}, {'property_name': 'HollowCorePlugging', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}]"
Pset_ProductRequirements,['IfcProduct'],,"[{'property_name': 'Name', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'Category', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'GroupName', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'Classification', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcClassificationReference'}}, {'property_name': 'DemandValue', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'DemandThresholdValue', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'DemandImportanceValue', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'SupplyEvaluationValue', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'GapValue', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'GapValueWeighted', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}]"
Pset_ProjectCommon,['IfcProject'],,"[{'property_name': 'ConstructionMode', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'BuildingPermitId', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'GrossAreaPlanned', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': ['AREAUNIT']}}]"
Pset_ProjectionElementShadingDevicePHistory,['IfcPerformanceHistory'],,"[{'property_name': 'TiltAngle', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeriesValue', 'unit_type': ['IFCPLANEANGLEMEASURE']}}, {'property_name': 'Azimuth', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeriesValue', 'unit_type': ['IFCPLANEANGLEMEASURE']}}]"
Pset_ProjectOrderChangeOrder,['IfcProjectOrder'],IfcProjectOrder.PredefinedType=CHANGEORDER,"[{'property_name': 'ChangeDescription', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'ReasonForChange', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'BudgetSource', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}]"
Pset_ProjectOrderMaintenanceWorkOrder,['IfcProjectOrder'],IfcProjectOrder.PredefinedType=MAINTENANCEWORKORDER,"[{'property_name': 'ProductDescription', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'ShortJobDescription', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'LongJobDescription', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'WorkTypeRequested', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'ContractualType', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'IfNotAccomplished', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'MaintenaceType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_MaintenanceType', 'values': ['ConditionBased', 'Corrective', 'PlannedCorrective', 'Scheduled', 'Other', 'NotKnown', 'Unset']}}, {'property_name': 'FaultPriorityType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_PriorityType', 'values': ['High', 'Medium', 'Low', 'Other', 'NotKnown', 'Unset']}}, {'property_name': 'LocationPriorityType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_PriorityType', 'values': ['High', 'Medium', 'Low', 'Other', 'NotKnown', 'Unset']}}, {'property_name': 'ScheduledFrequency', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcTimeMeasure', 'unit_type': ['TIMEUNIT']}}]"
Pset_ProjectOrderMoveOrder,['IfcProjectOrder'],IfcProjectOrder.PredefinedType=MOVEORDER,"[{'property_name': 'MoveDescription', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'SpecialInstructions', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}]"
Pset_ProjectOrderPurchaseOrder,['IfcProjectOrder'],IfcProjectOrder.PredefinedType=PURCHASEORDER,"[{'property_name': 'IsFOB', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'ShipMethod', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}]"
Pset_ProjectOrderWorkOrder,['IfcProjectOrder'],IfcProjectOrder.PredefinedType=WORKORDER,"[{'property_name': 'ProductDescription', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'ShortJobDescription', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'LongJobDescription', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'WorkTypeRequested', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'ContractualType', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'IfNotAccomplished', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}]"
Pset_PropertyAgreement,['IfcSpatialStructureElement'],,"[{'property_name': 'AgreementType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_PropertyAgreementType', 'values': ['Assignment', 'Lease', 'Tenant', 'Other', 'NotKnown', 'Unset']}}, {'property_name': 'Identifier', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'Version', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'VersionDate', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcCalendarDate'}}, {'property_name': 'PropertyName', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'CommencementDate', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcCalendarDate'}}, {'property_name': 'TerminationDate', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcCalendarDate'}}, {'property_name': 'Duration', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcTimeMeasure', 'unit_type': ['TIMEUNIT']}}, {'property_name': 'Options', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'ConditionCommencement', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'Restrictions', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'ConditionTermination', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}]"
Pset_ProtectiveDeviceTypeCircuitBreaker,['IfcProtectiveDeviceType'],IfcProtectiveDeviceType.PredefinedType=CIRCUITBREAKER,"[{'property_name': 'CircuitBreakerType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_CircuitBreakerType', 'values': ['ACB', 'MCB', 'MCCB', 'Vacuum', 'Other', 'NotKnown', 'Unset\n']}}]"
Pset_ProtectiveDeviceTypeCommon,['IfcProtectiveDeviceType'],,"[{'property_name': 'RatedShortCircuitCurrent', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': ' IfcElectricCurrentMeasure', 'unit_type': ['ELECTRICCURRENTUNIT']}}, {'property_name': 'CutOffCurrent', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': ' IfcElectricCurrentMeasure', 'unit_type': ['ELECTRICCURRENTUNIT']}}, {'property_name': 'MaximumRatedVoltage', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': ' IfcElectricVoltageMeasure', 'unit_type': ['ELECTRICVOLTAGEUNIT']}}, {'property_name': 'LimitingTerminalSize', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': ['AREAUNIT']}}, {'property_name': 'SwitchingDuty', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcInteger', 'unit_type': 'None'}}, {'property_name': 'CharacteristicTripCurve', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': ' IfcElectricCurrentMeasure', 'values': ['x1', 'x2', 'x3'], 'unit_type': ['ELECTRICCURRENTUNIT']}, {'instance': 'IfcTimeMeasure', 'values': ['0', '1', '2'], 'unit_type': ['TIMEUNIT']}]}, {'property_name': 'ProtectiveTagType', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'StandardUsed', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}]"
Pset_ProtectiveDeviceTypeEarthFailureDevice,['IfcProtectiveDeviceType'],IfcProtectiveDeviceType.PredefinedType=EARTHFAILUREDEVICE,"[{'property_name': 'EarthFailureDeviceType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_EarthFailureDeviceType', 'values': ['Standard', 'TimeDelayed', 'Other', 'NotKnown', 'Unset\n']}}, {'property_name': 'Sensitivity', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': ' IfcElectricCurrentMeasure', 'unit_type': ['ELECTRICCURRENTUNIT']}}]"
Pset_ProtectiveDeviceTypeFuseDisconnector,['IfcProtectiveDeviceType'], IfcProtectiveDeviceType.PredefinedType=FUSEDISCONNECTOR,"[{'property_name': 'FuseDisconnectorType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_FuseDisconnectorType', 'values': ['EngineProtectionDevice', 'FusedSwitch', 'HRC', 'OverloadProtectionDevice', 'SwitchDisconnectorFuse', 'Other', 'NotKnown', 'Unset']}}]"
Pset_ProtectiveDeviceTypeResidualCurrentCircuitBreaker,['IfcProtectiveDeviceType'],IfcProtectiveDeviceType.PredefinedType=RESIDUALCURRENTCIRCUITBREAKER,"[{'property_name': 'Sensitivity', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': ' IfcElectricCurrentMeasure', 'unit_type': ['ELECTRICCURRENTUNIT']}}]"
Pset_ProtectiveDeviceTypeResidualCurrentSwitch,['IfcProtectiveDeviceType'],IfcProtectiveDeviceType.PredefinedType=RESIDUALCURRENTSWITCH,"[{'property_name': 'Sensitivity', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': ' IfcElectricCurrentMeasure', 'unit_type': ['ELECTRICCURRENTUNIT']}}]"
Pset_ProtectiveDeviceTypeVaristor,['IfcProtectiveDeviceType'],IfcProtectiveDeviceType.PredefinedType=VARISTOR,"[{'property_name': 'VaristorType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_VaristorType', 'values': ['MetalOxide', 'ZincOxide', 'Other', 'NotKnown', 'Unset']}}]"
Pset_PumpPHistory,['IfcPerformanceHistory'],,"[{'property_name': 'MechanicalEfficiency', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': 'None'}}, {'property_name': 'OverallEfficiency', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': 'None'}}, {'property_name': 'PressureRise', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCPRESSUREMEASURE']}}, {'property_name': 'RotationSpeed', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCROTATIONALFREQUENCYMEASURE']}}, {'property_name': 'Flowrate', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCVOLUMETRICFLOWRATEMEASURE']}}, {'property_name': 'Power', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCPOWERMEASURE']}}]"
Pset_PumpTypeCommon,['IfcPumpType'],,"[{'property_name': 'FlowRateRange', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcMassFlowRateMeasure', 'values': ['0', '?'], 'unit_type': ['MASSFLOWRATEUNIT']}}, {'property_name': 'FlowResistanceRange', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPressureMeasure', 'values': ['0', '?'], 'unit_type': ['PRESSUREUNIT']}}, {'property_name': 'ConnectionSize', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'CasingMaterial', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcMaterial'}}, {'property_name': 'ImpellerMaterial', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcMaterial'}}, {'property_name': 'ImpellerSealMaterial', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcMaterial'}}, {'property_name': 'TemperatureRange', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'values': ['0', '?'], 'unit_type': ['THERMODYNAMICTEMPERATUREUNIT']}}, {'property_name': 'NetPositiveSuctionHead', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPressureMeasure', 'unit_type': ['PRESSUREUNIT']}}, {'property_name': 'NominalRotationSpeed', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcRotationalFrequencyMeasure', 'unit_type': ['ROTATIONALFREQUENCYUNIT']}}]"
Pset_QuantityTakeOff,['IfcElement'],,"[{'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'LayerQuantity', 'property_type': 'IfcComplexProperty', 'data_type': [{'instance': 'QTO_Layer', 'complex_values': {'property_name': 'MaterialLayer', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}}, {'instance': 'QTO_Layer', 'complex_values': {'property_name': 'LocalContext', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}}]}, {'property_name': 'LocalContext', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}]"
Pset_RailingCommon,['IfcRailing'],,"[{'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'Height', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'Diameter', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'IsExternal', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}]"
