property_set_name,template_type,applicable_entities,applicable_type_value,property_definitions
Pset_PipeSegmentPHistory,PSET_PERFORMANCEDRIVEN,['IfcPipeSegment'],IfcPipeSegment,"[{'property_name': 'LeakageCurve', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'FluidFlowLeakage', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}]"
Pset_PipeSegmentTypeCommon,PSET_TYPEDRIVENOVERRIDE,['IfcPipeSegment'],IfcPipeSegment,"[{'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'Status', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_ElementStatus', 'enums': ['NEW', 'EXISTING', 'DEMOLISH', 'TEMPORARY', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'WorkingPressure', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPressureMeasure', 'unit_type': 'None'}}, {'property_name': 'PressureRange', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPressureMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'TemperatureRange', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'NominalDiameter', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'InnerDiameter', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'OuterDiameter', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}]"
Pset_PipeSegmentTypeCulvert,PSET_TYPEDRIVENOVERRIDE,['IfcPipeSegment/CULVERT'],IfcPipeSegment/CULVERT,"[{'property_name': 'InternalWidth', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'ClearDepth', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLengthMeasure', 'unit_type': 'None'}}]"
Pset_PipeSegmentTypeGutter,PSET_TYPEDRIVENOVERRIDE,['IfcPipeSegment/GUTTER'],IfcPipeSegment/GUTTER,"[{'property_name': 'Slope', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPlaneAngleMeasure', 'unit_type': 'None'}}, {'property_name': 'FlowRating', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcVolumetricFlowRateMeasure', 'unit_type': 'None'}}]"
Pset_PlateCommon,PSET_TYPEDRIVENOVERRIDE,['IfcPlate'],IfcPlate,"[{'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'Status', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_ElementStatus', 'enums': ['NEW', 'EXISTING', 'DEMOLISH', 'TEMPORARY', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'AcousticRating', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'IsExternal', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'ThermalTransmittance', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermalTransmittanceMeasure', 'unit_type': 'None'}}, {'property_name': 'LoadBearing', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'FireRating', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}]"
Pset_PrecastConcreteElementFabrication,PSET_TYPEDRIVENOVERRIDE,"['IfcBeam', 'IfcBuildingElementProxy', 'IfcChimney', 'IfcColumn', 'IfcFooting', 'IfcMember', 'IfcPile', 'IfcPlate', 'IfcRamp', 'IfcRampFlight', 'IfcRoof', 'IfcSlab', 'IfcStair', 'IfcStairFlight', 'IfcWall', 'IfcCivilElement']","IfcBeam,IfcBuildingElementProxy,IfcChimney,IfcColumn,IfcFooting,IfcMember,IfcPile,IfcPlate,IfcRamp,IfcRampFlight,IfcRoof,IfcSlab,IfcStair,IfcStairFlight,IfcWall,IfcCivilElement","[{'property_name': 'TypeDesignator', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'ProductionLotId', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'SerialNumber', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'PieceMark', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'AsBuiltLocationNumber', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'ActualProductionDate', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcDateTime', 'unit_type': 'None'}}, {'property_name': 'ActualErectionDate', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcDateTime', 'unit_type': 'None'}}]"
Pset_PrecastConcreteElementGeneral,PSET_TYPEDRIVENOVERRIDE,"['IfcBeam', 'IfcBuildingElementProxy', 'IfcChimney', 'IfcColumn', 'IfcFooting', 'IfcMember', 'IfcPile', 'IfcPlate', 'IfcRamp', 'IfcRampFlight', 'IfcRoof', 'IfcSlab', 'IfcStair', 'IfcStairFlight', 'IfcWall', 'IfcCivilElement']","IfcBeam,IfcBuildingElementProxy,IfcChimney,IfcColumn,IfcFooting,IfcMember,IfcPile,IfcPlate,IfcRamp,IfcRampFlight,IfcRoof,IfcSlab,IfcStair,IfcStairFlight,IfcWall,IfcCivilElement","[{'property_name': 'TypeDesignator', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'CornerChamfer', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'ManufacturingToleranceClass', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'FormStrippingStrength', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPressureMeasure', 'unit_type': 'None'}}, {'property_name': 'LiftingStrength', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPressureMeasure', 'unit_type': 'None'}}, {'property_name': 'ReleaseStrength', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPressureMeasure', 'unit_type': 'None'}}, {'property_name': 'MinimumAllowableSupportLength', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'InitialTension', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPressureMeasure', 'unit_type': 'None'}}, {'property_name': 'TendonRelaxation', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'TransportationStrength', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPressureMeasure', 'unit_type': 'None'}}, {'property_name': 'SupportDuringTransportDescription', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'SupportDuringTransportDocReference', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcExternalReference'}}, {'property_name': 'HollowCorePlugging', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'CamberAtMidspan', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'BatterAtStart', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPlaneAngleMeasure', 'unit_type': 'None'}}, {'property_name': 'BatterAtEnd', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPlaneAngleMeasure', 'unit_type': 'None'}}, {'property_name': 'Twisting', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPlaneAngleMeasure', 'unit_type': 'None'}}, {'property_name': 'Shortening', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'PieceMark', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'DesignLocationNumber', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}]"
Pset_PrecastSlab,PSET_TYPEDRIVENOVERRIDE,['IfcSlab'],IfcSlab,"[{'property_name': 'TypeDesignator', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'ToppingType', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'EdgeDistanceToFirstAxis', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'DistanceBetweenComponentAxes', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'AngleToFirstAxis', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPlaneAngleMeasure', 'unit_type': 'None'}}, {'property_name': 'AngleBetweenComponentAxes', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPlaneAngleMeasure', 'unit_type': 'None'}}, {'property_name': 'NominalThickness', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'NominalToppingThickness', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}]"
Pset_ProfileArbitraryDoubleT,PSET_TYPEDRIVENOVERRIDE,['IfcArbitraryClosedProfileDef'],IfcArbitraryClosedProfileDef,"[{'property_name': 'OverallWidth', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'LeftFlangeWidth', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'RightFlangeWidth', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'OverallDepth', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'FlangeDepth', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'FlangeDraft', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcNonNegativeLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'FlangeChamfer', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcNonNegativeLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'FlangeBaseFillet', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcNonNegativeLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'FlangeTopFillet', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcNonNegativeLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'StemBaseWidth', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'StemTopWidth', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'StemBaseChamfer', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcNonNegativeLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'StemTopChamfer', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcNonNegativeLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'StemBaseFillet', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcNonNegativeLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'StemTopFillet', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcNonNegativeLengthMeasure', 'unit_type': 'None'}}]"
Pset_ProfileArbitraryHollowCore,PSET_TYPEDRIVENOVERRIDE,['IfcArbitraryProfileDefWithVoids'],IfcArbitraryProfileDefWithVoids,"[{'property_name': 'OverallWidth', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'OverallDepth', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'EdgeDraft', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcNonNegativeLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'DraftBaseOffset', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcNonNegativeLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'DraftSideOffset', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcNonNegativeLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'BaseChamfer', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcNonNegativeLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'KeyDepth', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcNonNegativeLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'KeyHeight', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcNonNegativeLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'KeyOffset', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcNonNegativeLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'BottomCover', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'CoreSpacing', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'CoreBaseHeight', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'CoreMiddleHeight', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'CoreTopHeight', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'CoreBaseWidth', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'CoreTopWidth', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'CenterCoreSpacing', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'CenterCoreBaseHeight', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'CenterCoreMiddleHeight', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'CenterCoreTopHeight', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'CenterCoreBaseWidth', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'CenterCoreTopWidth', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'NumberOfCores', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcCountMeasure', 'unit_type': 'None'}}]"
Pset_ProfileMechanical,PSET_TYPEDRIVENOVERRIDE,['IfcProfileDef'],IfcProfileDef,"[{'property_name': 'MassPerLength', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcMassPerLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'CrossSectionArea', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': 'None'}}, {'property_name': 'Perimeter', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'MinimumPlateThickness', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'MaximumPlateThickness', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'CentreOfGravityInX', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'CentreOfGravityInY', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'ShearCentreZ', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'ShearCentreY', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'MomentOfInertiaY', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcMomentOfInertiaMeasure', 'unit_type': 'None'}}, {'property_name': 'MomentOfInertiaZ', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcMomentOfInertiaMeasure', 'unit_type': 'None'}}, {'property_name': 'MomentOfInertiaYZ', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcMomentOfInertiaMeasure', 'unit_type': 'None'}}, {'property_name': 'TorsionalConstantX', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcMomentOfInertiaMeasure', 'unit_type': 'None'}}, {'property_name': 'WarpingConstant', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcWarpingConstantMeasure', 'unit_type': 'None'}}, {'property_name': 'ShearDeformationAreaZ', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': 'None'}}, {'property_name': 'ShearDeformationAreaY', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': 'None'}}, {'property_name': 'MaximumSectionModulusY', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcSectionModulusMeasure', 'unit_type': 'None'}}, {'property_name': 'MinimumSectionModulusY', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcSectionModulusMeasure', 'unit_type': 'None'}}, {'property_name': 'MaximumSectionModulusZ', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcSectionModulusMeasure', 'unit_type': 'None'}}, {'property_name': 'MinimumSectionModulusZ', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcSectionModulusMeasure', 'unit_type': 'None'}}, {'property_name': 'TorsionalSectionModulus', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcSectionModulusMeasure', 'unit_type': 'None'}}, {'property_name': 'ShearAreaZ', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': 'None'}}, {'property_name': 'ShearAreaY', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': 'None'}}, {'property_name': 'PlasticShapeFactorY', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'PlasticShapeFactorZ', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}]"
Pset_ProjectOrderChangeOrder,PSET_TYPEDRIVENOVERRIDE,['IfcProjectOrder/CHANGEORDER'],IfcProjectOrder/CHANGEORDER,"[{'property_name': 'ReasonForChange', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'BudgetSource', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}]"
Pset_ProjectOrderMaintenanceWorkOrder,PSET_TYPEDRIVENOVERRIDE,['IfcProjectOrder/MAINTENANCEWORKORDER'],IfcProjectOrder/MAINTENANCEWORKORDER,"[{'property_name': 'ProductDescription', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'WorkTypeRequested', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'ContractualType', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'IfNotAccomplished', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'MaintenaceType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_MaintenanceType', 'enums': ['CONDITIONBASED', 'CORRECTIVE', 'PLANNEDCORRECTIVE', 'SCHEDULED', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'FaultPriorityType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_PriorityType', 'enums': ['HIGH', 'MEDIUM', 'LOW', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'LocationPriorityType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_PriorityType', 'enums': ['HIGH', 'MEDIUM', 'LOW', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'ScheduledFrequency', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcTimeMeasure', 'unit_type': 'None'}}]"
Pset_ProjectOrderMoveOrder,PSET_TYPEDRIVENOVERRIDE,['IfcProjectOrder/MOVEORDER'],IfcProjectOrder/MOVEORDER,"[{'property_name': 'SpecialInstructions', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}]"
Pset_ProjectOrderPurchaseOrder,PSET_TYPEDRIVENOVERRIDE,['IfcProjectOrder/PURCHASEORDER'],IfcProjectOrder/PURCHASEORDER,"[{'property_name': 'IsFOB', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'ShipMethod', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}]"
Pset_ProjectOrderWorkOrder,PSET_TYPEDRIVENOVERRIDE,['IfcProjectOrder/WORKORDER'],IfcProjectOrder/WORKORDER,"[{'property_name': 'ProductDescription', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'WorkTypeRequested', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'ContractualType', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'IfNotAccomplished', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}]"
Pset_PropertyAgreement,PSET_TYPEDRIVENOVERRIDE,['IfcSpatialStructureElement'],IfcSpatialStructureElement,"[{'property_name': 'AgreementType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_PropertyAgreementType', 'enums': ['ASSIGNMENT', 'LEASE', 'TENANT', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'Identifier', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'Version', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'VersionDate', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcDate', 'unit_type': 'None'}}, {'property_name': 'PropertyName', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'CommencementDate', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcDate', 'unit_type': 'None'}}, {'property_name': 'TerminationDate', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcDate', 'unit_type': 'None'}}, {'property_name': 'Duration', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcDuration', 'unit_type': 'None'}}, {'property_name': 'Options', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'ConditionCommencement', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'Restrictions', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}, {'property_name': 'ConditionTermination', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcText', 'unit_type': 'None'}}]"
Pset_ProtectiveDeviceBreakerUnitI2TCurve,PSET_TYPEDRIVENOVERRIDE,['IfcProtectiveDevice'],IfcProtectiveDevice,"[{'property_name': 'VoltageLevel', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_VoltageLevels', 'enums': ['U230', 'U400', 'U440', 'U525', 'U690', 'U1000', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'NominalCurrent', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcElectricCurrentMeasure', 'unit_type': 'None'}}, {'property_name': 'BreakerUnitCurve', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': 'IfcElectricCurrentMeasure', 'values': [], 'unit_type': 'None'}, {'instance': 'IfcReal', 'values': [], 'unit_type': 'None'}]}]"
